EmployeeID,Age,Gender,Department,City,YearsExperience,MonthlySalary,PerformanceScore,Attrition,TrueSegment
3403,32.0,Female,Marketing,Houston,8.0,55146.42,4,No,1
3404,49.0,Male,Finance,Houston,26.0,100041.35,4,No,2
3405,22.0,Male,Marketing,New York,1.0,32215.73,1,Yes,0
3406,42.0,Female,IT,Los Angeles,22.0,102216.84,4,No,2
3407,40.0,Female,Sales,Chicago,18.0,72080.0,5,No,1
3408,27.0,Male,Finance,Houston,5.0,33225.36,3,Yes,0
3409,47.0,Male,IT,Phoenix,25.0,102084.15,4,No,2
3410,26.0,Male,HR,Houston,5.0,34211.19,2,No,0
3411,26.0,Female,Finance,Chicago,4.0,32219.43,1,Yes,0
3412,52.0,Female,Sales,Houston,29.0,101607.41,5,No,2
3413,57.0,Male,IT,New York,35.0,111088.1,4,No,2
3414,37.0,Male,Sales,Houston,15.0,64491.8,4,Yes,1
3415,33.0,Female,IT,Houston,9.0,56669.19,3,Yes,1
3416,33.0,Male,Sales,Phoenix,11.0,66460.31,4,No,1
3417,27.0,Female,HR,New York,6.0,39464.53,4,No,0
3418,22.0,Female,Sales,New York,1.0,35015.23,3,No,0
3419,39.0,Female,HR,Houston,15.0,63577.05,4,No,1
3420,30.0,Female,IT,Phoenix,8.0,60333.96,4,No,1
3421,41.0,Female,IT,Houston,21.0,104870.71,5,No,2
3422,44.0,Female,Sales,Houston,21.0,98426.24,4,No,2
3423,26.0,Male,IT,Chicago,2.0,29562.49,1,No,0
3424,42.0,Female,Sales,Chicago,17.0,68166.35,3,No,1
3425,28.0,Female,Finance,Phoenix,7.0,36872.99,3,Yes,0
3426,34.0,Male,HR,Los Angeles,9.0,56016.25,4,No,1
3427,31.0,Female,Finance,Chicago,5.0,56693.23,4,No,1
3428,47.0,Male,HR,Los Angeles,24.0,100728.12,4,No,2
3429,25.0,Female,HR,New York,2.0,34578.73,3,Yes,0
3430,25.0,Male,Finance,Chicago,4.0,37755.74,4,No,0
3431,32.0,Male,HR,Chicago,8.0,38988.78,2,No,0
3432,32.0,Female,Sales,Phoenix,9.0,55887.11,3,No,1
3433,40.0,Female,Sales,Los Angeles,18.0,66729.34,4,No,1
3434,22.0,Female,HR,Chicago,0.0,30828.79,3,Yes,0
3435,22.0,Female,Marketing,Chicago,0.0,32953.46,2,Yes,0
3436,44.0,Male,Finance,Phoenix,18.0,62984.24,4,No,1
3437,23.0,Male,IT,Phoenix,2.0,34252.56,3,No,0
3438,53.0,Male,Sales,Los Angeles,29.0,105114.38,4,No,2
3439,32.0,Female,Sales,New York,9.0,61499.48,4,No,1
3440,25.0,Male,Sales,New York,3.0,29786.34,2,Yes,0
3441,34.0,Female,Finance,Houston,8.0,39501.59,3,Yes,0
3442,57.0,Female,HR,Chicago,35.0,117056.64,5,No,2
3443,29.0,Male,Sales,Los Angeles,7.0,34284.64,2,No,0
3444,26.0,Female,Sales,Chicago,5.0,36421.66,4,No,0
3445,52.0,Male,Sales,Los Angeles,26.0,101046.09,5,No,2
3446,49.0,Female,Marketing,Los Angeles,29.0,103925.94,4,No,2
3447,39.0,Male,IT,Los Angeles,18.0,88316.28,4,No,2
3448,35.0,Female,Finance,Chicago,11.0,54432.88,4,No,1
3449,28.0,Male,Sales,Phoenix,5.0,36027.39,2,Yes,0
3450,28.0,Male,HR,Chicago,5.0,36416.6,3,No,0
3451,39.0,Female,HR,Los Angeles,17.0,69473.4,4,No,1
3452,33.0,Female,Sales,Houston,12.0,62923.18,3,No,1
3453,37.0,Male,Finance,New York,15.0,72961.9,5,No,1
3454,53.0,Female,IT,Los Angeles,32.0,112625.93,4,No,2
3455,31.0,Female,Sales,Houston,8.0,34875.92,2,Yes,0
3456,33.0,Female,HR,Phoenix,9.0,56615.63,5,No,1
3457,23.0,Male,HR,Los Angeles,3.0,32745.3,3,No,0
3458,39.0,Male,Finance,Houston,14.0,69746.67,5,No,1
3459,22.0,Female,Finance,Los Angeles,0.0,31558.02,2,Yes,0
3460,22.0,Female,Finance,Chicago,1.0,29343.45,3,No,0
3461,24.0,Male,Finance,Houston,3.0,29025.92,1,No,0
3462,28.0,Female,Finance,Chicago,6.0,46949.39,2,Yes,1
3463,39.0,Male,IT,Chicago,15.0,68762.36,5,No,1
3464,37.0,Female,Sales,Houston,15.0,57306.41,2,No,1
3465,52.0,Female,Marketing,New York,31.0,106244.81,5,No,2
3466,25.0,Female,HR,Houston,3.0,34162.29,3,No,0
3467,29.0,Male,Sales,New York,6.0,37058.75,2,No,0
3468,55.0,Male,Finance,Los Angeles,33.0,115407.69,4,No,2
3469,27.0,Male,Marketing,Los Angeles,6.0,36123.29,3,No,0
3470,56.0,Male,Finance,Houston,32.0,115563.74,4,No,2
3471,27.0,Female,Marketing,Los Angeles,3.0,34288.39,2,No,0
3472,52.0,Female,Finance,Phoenix,29.0,106108.07,4,No,2
3473,23.0,Male,Sales,Chicago,3.0,40047.61,4,Yes,0
3474,48.0,Female,IT,Chicago,28.0,109419.73,4,No,2
3475,41.0,Female,Finance,New York,18.0,73558.6,3,No,1
3476,45.0,Male,Finance,Los Angeles,23.0,96046.68,3,No,2
3477,31.0,Female,Marketing,New York,8.0,38908.79,3,Yes,0
3478,38.0,Female,HR,Chicago,11.0,58198.14,3,No,1
3479,50.0,Male,Finance,Chicago,28.0,101516.25,4,No,2
3480,35.0,Female,Finance,Los Angeles,12.0,57644.59,2,No,1
3481,31.0,Female,Marketing,Phoenix,10.0,63572.76,5,No,1
3482,33.0,Female,Sales,Phoenix,11.0,61512.77,5,Yes,1
3483,37.0,Male,IT,Los Angeles,15.0,66385.63,5,No,1
3484,35.0,Male,Sales,Los Angeles,12.0,56238.89,2,No,1
3485,35.0,Female,Sales,New York,10.0,57036.15,3,No,1
3486,47.0,Female,Finance,Los Angeles,25.0,101587.45,4,No,2
3487,22.0,Female,Sales,Phoenix,0.0,28475.01,2,Yes,0
3488,22.0,Male,Marketing,Los Angeles,0.0,30853.57,2,Yes,0
3489,46.0,Male,IT,New York,22.0,98580.34,5,No,2
3490,44.0,Male,IT,New York,23.0,92631.88,5,No,2
3491,37.0,Female,Finance,New York,18.0,66894.51,3,No,1
3492,29.0,Female,Marketing,New York,6.0,51059.15,3,No,1
3493,26.0,Female,Finance,Houston,3.0,37579.72,2,No,0
3494,28.0,Female,HR,Los Angeles,7.0,37640.67,2,Yes,0
3495,35.0,Female,IT,Chicago,13.0,61978.63,3,No,1
3496,31.0,Male,Marketing,Los Angeles,8.0,37444.99,2,Yes,0
3497,29.0,Female,Finance,Houston,5.0,53393.69,4,No,1
3498,25.0,Female,HR,New York,5.0,39311.8,2,Yes,0
3499,49.0,Female,Finance,Houston,24.0,100245.39,4,No,2
3500,43.0,Male,IT,Phoenix,19.0,89387.43,4,No,2
3501,34.0,Female,Marketing,Phoenix,12.0,61002.06,5,No,1
3502,37.0,Male,Sales,Los Angeles,16.0,63439.71,3,No,1
3503,30.0,Male,Sales,Los Angeles,8.0,35839.16,3,No,0
3504,51.0,Male,IT,Chicago,30.0,105659.98,4,No,2
3505,38.0,Male,Sales,Chicago,17.0,61608.09,4,No,1
3506,24.0,Male,Sales,Phoenix,2.0,32513.78,4,No,0
3507,43.0,Female,Marketing,New York,20.0,84623.56,4,No,2
3508,37.0,Female,IT,Houston,14.0,87868.35,4,No,2
3509,45.0,Male,IT,Chicago,26.0,104554.1,5,No,2
3510,27.0,Male,HR,Chicago,6.0,56335.83,4,No,1
3511,28.0,Male,Sales,New York,8.0,57599.16,4,Yes,1
3512,34.0,Female,IT,New York,10.0,61559.52,4,No,1
3513,46.0,Female,IT,Los Angeles,22.0,96015.22,5,No,2
3514,50.0,Male,Finance,Houston,26.0,107261.15,5,No,2
3515,25.0,Female,Sales,New York,4.0,33293.29,1,Yes,0
3516,30.0,Female,Sales,Chicago,7.0,38585.03,2,Yes,0
3517,26.0,Male,Sales,Chicago,5.0,40865.45,4,No,0
3518,53.0,Male,Marketing,Phoenix,33.0,110643.07,5,No,2
3519,44.0,Female,Marketing,New York,23.0,101607.9,4,No,2
3520,30.0,Female,Sales,Los Angeles,8.0,36750.04,2,Yes,0
3521,40.0,Female,Sales,Houston,16.0,70810.78,5,No,1
3522,35.0,Male,Marketing,Los Angeles,13.0,57830.81,3,Yes,1
3523,48.0,Male,HR,Chicago,20.0,99000.89,4,No,2
3524,52.0,Male,Finance,Los Angeles,31.0,116150.52,5,No,2
3525,43.0,Female,Marketing,Chicago,25.0,104317.67,4,No,2
3526,32.0,Female,IT,Chicago,7.0,53252.28,3,No,1
3527,41.0,Male,Finance,Chicago,17.0,60743.1,3,No,1
3528,27.0,Female,IT,Chicago,3.0,33692.33,3,No,0
3529,29.0,Male,Finance,Chicago,7.0,37933.59,2,Yes,0
3530,49.0,Female,Marketing,Phoenix,28.0,110874.63,5,No,2
3531,40.0,Male,Finance,Los Angeles,16.0,85256.28,3,No,2
3532,48.0,Female,Marketing,Phoenix,24.0,106315.1,3,No,2
3533,56.0,Female,Finance,Phoenix,35.0,106614.4,3,No,2
3534,36.0,Male,Marketing,New York,14.0,58577.63,3,No,1
3535,28.0,Male,Sales,New York,4.0,48676.46,2,Yes,1
3536,57.0,Male,Finance,New York,35.0,107758.07,4,No,2
3537,53.0,Male,HR,Houston,30.0,104463.91,5,No,2
3538,22.0,Male,Sales,New York,0.0,32995.95,2,Yes,0
3539,30.0,Female,IT,Los Angeles,4.0,57440.84,4,No,1
3540,25.0,Male,Sales,Phoenix,2.0,35189.88,2,Yes,0
3541,49.0,Male,Sales,Los Angeles,28.0,93852.41,4,No,2
3542,33.0,Male,HR,New York,11.0,60158.31,5,No,1
3543,25.0,Male,Sales,Houston,3.0,34784.76,2,Yes,0
3544,37.0,Male,HR,Houston,13.0,61946.84,3,No,1
3545,41.0,Female,Finance,Phoenix,17.0,63544.79,4,No,1
3546,24.0,Male,HR,Los Angeles,2.0,29813.49,2,No,0
3547,24.0,Male,Sales,Chicago,3.0,33514.4,2,Yes,0
3548,35.0,Male,Marketing,Los Angeles,12.0,58356.65,3,No,1
3549,30.0,Female,Finance,New York,8.0,58193.93,4,No,1
3550,39.0,Female,HR,Chicago,13.0,69482.75,4,Yes,1
3551,33.0,Male,Marketing,Houston,13.0,64623.3,4,No,1
3552,47.0,Male,IT,Phoenix,27.0,103467.39,4,No,2
3553,35.0,Female,IT,Phoenix,13.0,57052.55,4,Yes,1
3554,37.0,Female,IT,Houston,10.0,59363.27,2,No,1
3555,48.0,Female,IT,New York,26.0,108443.9,5,No,2
3556,38.0,Male,IT,Houston,15.0,67666.69,4,No,1
3557,31.0,Male,Sales,New York,8.0,35567.15,3,No,0
3558,28.0,Female,Sales,Chicago,6.0,31357.56,2,No,0
3559,35.0,Male,Marketing,Houston,10.0,59159.79,4,No,1
3560,33.0,Female,IT,New York,12.0,65748.26,3,No,1
3561,38.0,Female,IT,Chicago,14.0,60642.48,5,No,1
3562,30.0,Female,Finance,Houston,8.0,35371.27,1,Yes,0
3563,26.0,Male,IT,Phoenix,4.0,35021.81,3,No,0
3564,27.0,Female,Marketing,Houston,6.0,33670.87,2,Yes,0
3565,29.0,Female,IT,Los Angeles,4.0,33869.53,1,Yes,0
3566,38.0,Male,Marketing,Houston,14.0,61888.14,4,No,1
3567,36.0,Female,Marketing,Los Angeles,11.0,50135.36,3,No,1
3568,35.0,Male,Sales,Chicago,10.0,54574.38,4,No,1
3569,55.0,Female,IT,Houston,33.0,111414.08,5,No,2
3570,24.0,Male,Sales,Chicago,1.0,27698.3,3,No,0
3571,36.0,Female,Sales,Chicago,12.0,58036.42,4,Yes,1
3572,52.0,Female,IT,New York,28.0,100828.68,4,No,2
3573,40.0,Female,Marketing,Chicago,18.0,65280.57,4,Yes,1
3574,35.0,Female,IT,Chicago,10.0,64757.57,4,Yes,1
3575,52.0,Female,IT,Houston,34.0,123487.82,5,No,2
3576,45.0,Male,Finance,Houston,20.0,85874.18,4,No,2
3577,25.0,Male,Finance,Phoenix,3.0,36422.76,4,Yes,0
3578,54.0,Female,IT,New York,30.0,106928.62,5,No,2
3579,40.0,Female,Finance,Chicago,17.0,71890.3,3,No,1
3580,31.0,Female,Sales,New York,8.0,42054.5,2,Yes,0
3581,33.0,Male,IT,Los Angeles,11.0,66078.91,4,Yes,1
3582,51.0,Male,Sales,Chicago,30.0,105105.08,5,No,2
3583,33.0,Female,Marketing,New York,12.0,60910.79,4,No,1
3584,21.0,Male,Sales,Phoenix,0.0,36378.55,3,Yes,0
3585,40.0,Female,Sales,Phoenix,15.0,67839.08,5,No,1
3586,29.0,Female,Sales,Chicago,7.0,42516.88,1,No,0
3587,21.0,Female,IT,Los Angeles,0.0,34141.48,4,No,0
3588,24.0,Male,Marketing,Phoenix,2.0,28823.04,3,Yes,0
3589,28.0,Female,Marketing,Phoenix,7.0,35864.48,3,Yes,0
3590,24.0,Female,Sales,Los Angeles,3.0,38149.52,3,Yes,0
3591,23.0,Female,HR,New York,3.0,31828.31,3,No,0
3592,34.0,Male,IT,Phoenix,12.0,62563.79,3,No,1
3593,29.0,Male,Sales,Houston,8.0,33667.94,1,Yes,0
3594,30.0,Male,HR,Phoenix,8.0,40335.74,4,No,0
3595,44.0,Female,IT,New York,22.0,89631.04,4,No,2
3596,42.0,Male,Sales,New York,18.0,66522.67,3,No,1
3597,42.0,Female,Marketing,Chicago,14.0,70701.97,5,No,1
3598,27.0,Male,HR,Houston,4.0,30920.8,2,No,0
3599,23.0,Female,HR,New York,2.0,31455.82,1,Yes,0
3600,23.0,Male,Marketing,Los Angeles,2.0,36272.78,3,Yes,0
3601,31.0,Female,Sales,Houston,8.0,44015.12,3,No,0
3602,23.0,Male,Marketing,Houston,1.0,30710.88,1,Yes,0
3603,26.0,Male,HR,Los Angeles,3.0,34483.9,3,No,0
3604,23.0,Male,Marketing,Phoenix,0.0,32244.94,3,Yes,0
3605,26.0,Female,Sales,Los Angeles,3.0,36841.53,3,Yes,0
3606,30.0,Male,Finance,Los Angeles,10.0,59883.7,3,No,1
3607,22.0,Male,HR,Phoenix,0.0,33365.2,3,No,0
3608,25.0,Male,IT,Phoenix,2.0,36511.28,3,Yes,0
3609,35.0,Male,Marketing,Phoenix,15.0,61935.99,3,No,1
3610,35.0,Female,Sales,Phoenix,12.0,61294.97,3,No,1
3611,26.0,Male,HR,Phoenix,2.0,29029.79,2,No,0
3612,40.0,Female,IT,Los Angeles,14.0,82746.35,5,Yes,2
3613,34.0,Female,Marketing,Chicago,11.0,62819.62,4,No,1
3614,26.0,Female,HR,Chicago,4.0,32482.0,3,No,0
3615,40.0,Female,IT,New York,16.0,87424.11,3,No,2
3616,44.0,Male,Finance,Chicago,27.0,109457.57,5,No,2
3617,29.0,Female,Sales,Chicago,7.0,39730.96,3,Yes,0
3618,26.0,Female,Sales,Los Angeles,3.0,29465.25,1,No,0
3619,58.0,Female,Marketing,Phoenix,33.0,110240.31,3,No,2
3620,42.0,Female,Finance,Phoenix,18.0,67705.93,4,No,1
3621,27.0,Male,Marketing,Los Angeles,4.0,34310.99,1,Yes,0
3622,21.0,Male,IT,Chicago,0.0,31915.44,3,Yes,0
3623,24.0,Female,HR,Los Angeles,1.0,30367.07,2,No,0
3624,35.0,Female,Sales,New York,14.0,63382.71,3,Yes,1
3625,34.0,Female,Marketing,Phoenix,10.0,54991.51,4,No,1
3626,29.0,Male,HR,Houston,7.0,41806.75,3,No,0
3627,38.0,Male,Marketing,New York,17.0,73690.12,3,No,1
3628,40.0,Male,Sales,New York,18.0,64463.6,4,No,1
3629,26.0,Male,HR,Los Angeles,4.0,36668.16,3,No,0
3630,23.0,Male,Sales,Chicago,0.0,28786.43,2,Yes,0
3631,34.0,Female,IT,Phoenix,9.0,45938.96,2,No,1
3632,58.0,Male,HR,Houston,35.0,109194.8,3,No,2
3633,43.0,Male,HR,New York,18.0,71360.92,5,No,1
3634,31.0,Female,Marketing,Houston,7.0,59025.17,5,No,1
3635,25.0,Male,Sales,Chicago,2.0,32667.22,2,No,0
3636,32.0,Male,Finance,Chicago,7.0,55102.98,5,No,1
3637,40.0,Male,Sales,Houston,13.0,63724.7,2,No,1
3638,30.0,Female,Sales,Phoenix,8.0,30908.95,2,Yes,0
3639,23.0,Male,Marketing,Chicago,0.0,33340.44,1,Yes,0
3640,28.0,Female,Sales,Houston,5.0,30802.78,2,No,0
3641,27.0,Female,HR,New York,5.0,38000.35,3,No,0
3642,26.0,Male,Finance,Houston,4.0,32780.68,2,Yes,0
3643,26.0,Male,IT,Houston,4.0,34984.83,2,Yes,0
3644,26.0,Male,Finance,Los Angeles,4.0,33041.55,2,Yes,0
3645,31.0,Male,Marketing,Chicago,7.0,35946.17,3,Yes,0
3646,50.0,Female,HR,Phoenix,31.0,98618.03,4,No,2
3647,32.0,Male,Sales,Phoenix,12.0,58815.12,3,No,1
3648,31.0,Female,IT,Los Angeles,8.0,62760.31,3,No,1
3649,55.0,Female,HR,Phoenix,35.0,119083.37,3,No,2
3650,42.0,Female,IT,Houston,18.0,62800.31,2,No,1
3651,27.0,Female,Finance,Los Angeles,7.0,39901.62,2,No,0
3652,37.0,Female,Sales,New York,15.0,70931.1,4,No,1
3653,34.0,Male,HR,Chicago,8.0,52168.99,4,No,1
3654,36.0,Female,IT,Chicago,14.0,63220.09,3,No,1
3655,37.0,Female,IT,Chicago,13.0,66092.7,4,No,1
3656,26.0,Male,HR,Houston,4.0,39472.68,4,No,0
3657,25.0,Male,Marketing,New York,5.0,32638.59,3,No,0
3658,27.0,Female,Sales,Los Angeles,4.0,32280.56,2,No,0
3659,44.0,Female,Finance,Los Angeles,18.0,67428.01,3,Yes,1
3660,31.0,Male,Finance,Chicago,7.0,51693.08,3,No,1
3661,29.0,Female,Sales,New York,8.0,45696.17,4,No,0
3662,41.0,Male,Marketing,New York,21.0,102043.38,5,No,2
3663,32.0,Male,Sales,New York,11.0,64086.92,5,No,1
3664,25.0,Female,Marketing,Phoenix,2.0,29498.19,1,No,0
3665,32.0,Male,Finance,Phoenix,8.0,35650.37,2,No,0
3666,29.0,Female,HR,Chicago,6.0,36825.78,4,Yes,0
3667,25.0,Female,Finance,New York,4.0,32679.42,3,No,0
3668,25.0,Female,Sales,New York,5.0,37959.74,3,No,0
3669,21.0,Male,HR,Los Angeles,0.0,28314.19,2,Yes,0
3670,28.0,Female,Finance,Los Angeles,4.0,32814.77,2,Yes,0
3671,25.0,Male,Marketing,Chicago,4.0,34518.8,3,No,0
3672,50.0,Female,Sales,New York,28.0,105314.91,4,No,2
3673,23.0,Female,Sales,Chicago,1.0,31935.96,2,Yes,0
3674,37.0,Male,Finance,Los Angeles,15.0,66406.54,5,No,1
3675,38.0,Female,Finance,Los Angeles,13.0,65645.18,5,No,1
3676,38.0,Female,IT,Phoenix,16.0,94705.29,3,No,2
3677,27.0,Male,Marketing,Chicago,5.0,37127.25,1,No,0
3678,31.0,Male,IT,Chicago,9.0,63102.86,5,No,1
3679,53.0,Male,IT,New York,33.0,112500.74,5,No,2
3680,48.0,Female,Finance,New York,27.0,101463.02,4,No,2
3681,42.0,Male,Finance,Phoenix,20.0,97912.15,5,No,2
3682,23.0,Male,Marketing,Houston,4.0,35049.5,2,Yes,0
3683,28.0,Female,Marketing,Houston,7.0,38192.18,1,Yes,0
3684,40.0,Male,Sales,Houston,18.0,67991.72,4,No,1
3685,53.0,Female,Marketing,Chicago,30.0,108746.95,3,No,2
3686,42.0,Female,IT,Chicago,17.0,67199.05,5,No,1
3687,34.0,Male,Sales,Los Angeles,13.0,63426.28,3,Yes,1
3688,26.0,Female,HR,Chicago,2.0,29266.19,2,Yes,0
3689,40.0,Male,HR,Chicago,17.0,67061.82,4,No,1
3690,26.0,Male,IT,Chicago,5.0,39046.05,2,No,0
3691,24.0,Male,HR,Phoenix,3.0,31150.62,3,No,0
3692,27.0,Male,IT,Chicago,5.0,52357.61,4,No,1
3693,39.0,Female,Sales,New York,16.0,63762.44,3,No,1
3694,22.0,Female,Sales,New York,0.0,30503.2,1,Yes,0
3695,27.0,Male,Sales,Los Angeles,5.0,29607.37,2,No,0
3696,37.0,Male,Sales,Phoenix,16.0,62397.21,4,No,1
3697,30.0,Female,IT,New York,7.0,37157.19,2,Yes,0
3698,44.0,Male,Marketing,Phoenix,18.0,68928.71,4,No,1
3699,24.0,Female,Marketing,Phoenix,3.0,31455.59,3,Yes,0
3700,41.0,Male,Marketing,Los Angeles,18.0,65430.65,3,No,1
3701,33.0,Female,Sales,Phoenix,9.0,49287.55,2,No,1
3702,27.0,Female,Marketing,Chicago,3.0,32624.42,4,Yes,0
3703,21.0,Female,Marketing,Phoenix,0.0,28824.2,1,Yes,0
3704,25.0,Male,Finance,Los Angeles,2.0,29061.35,2,Yes,0
3705,27.0,Male,Sales,Los Angeles,4.0,33150.76,1,No,0
3706,55.0,Male,Finance,Los Angeles,34.0,107345.68,3,No,2
3707,26.0,Male,Marketing,New York,4.0,34458.78,3,Yes,0
3708,49.0,Male,IT,Chicago,25.0,96132.36,4,Yes,2
3709,22.0,Female,Sales,New York,1.0,32172.34,3,No,0
3710,28.0,Female,Sales,Houston,6.0,58729.99,4,No,1
3711,33.0,Female,IT,Chicago,10.0,56899.78,3,Yes,1
3712,36.0,Female,Sales,Phoenix,12.0,60179.29,5,No,1
3713,34.0,Female,IT,Los Angeles,12.0,61929.28,5,No,1
3714,41.0,Female,Marketing,Houston,16.0,66086.93,3,No,1
3715,30.0,Female,IT,Chicago,8.0,38990.22,1,No,0
3716,41.0,Male,Finance,New York,17.0,88038.11,4,No,2
3717,43.0,Female,IT,Los Angeles,21.0,95816.46,3,No,2
3718,41.0,Male,Finance,New York,22.0,99979.42,4,No,2
3719,26.0,Female,Sales,Chicago,2.0,36487.51,3,Yes,0
3720,32.0,Female,IT,Chicago,8.0,57420.65,4,No,1
