Age,Gender,YearsExperience,MonthlySalary,PerformanceScore,Attrition,TrueSegment,Dept_HR,Dept_IT,Dept_Marketing,Dept_Sales,City_Houston,City_Los Angeles,City_New York,City_Phoenix
22.0,0,0.0,33817.22,3,0,0,0,0,0,1,0,1,0,0
34.0,0,7.0,57128.94,4,1,1,0,0,1,0,0,1,0,0
30.0,1,6.0,32933.4,3,0,0,1,0,0,0,0,0,0,1
27.0,0,4.0,32914.74,1,1,0,0,0,0,0,0,1,0,0
45.0,0,23.0,95147.71,5,0,2,0,1,0,0,1,0,0,0
23.0,0,2.0,30130.01,3,1,0,0,0,1,0,0,0,0,0
39.0,0,16.0,86562.97,4,0,2,0,0,0,0,0,1,0,0
27.0,0,6.0,36664.78,3,0,0,0,0,1,0,1,0,0,0
24.0,1,4.0,35336.18,3,1,0,1,0,0,0,0,0,0,0
33.0,0,8.0,59971.4,4,0,1,1,0,0,0,0,0,0,0
39.0,0,13.0,60357.17,3,0,1,0,0,0,0,0,1,0,0
49.0,1,31.0,120654.71,4,0,2,0,0,1,0,1,0,0,0
38.0,0,17.0,68345.61,4,0,1,0,1,0,0,0,1,0,0
50.0,0,30.0,108053.08,4,0,2,0,0,0,0,0,0,0,1
24.0,0,1.0,32403.17,2,0,0,0,0,1,0,0,0,0,0
28.0,0,7.0,43183.75,4,0,0,0,1,0,0,0,1,0,0
32.0,0,8.0,56989.36,4,0,1,0,0,0,0,0,0,0,0
48.0,1,23.0,97960.02,5,0,2,0,0,0,0,1,0,0,0
51.0,1,29.0,105179.05,3,0,2,1,0,0,0,0,0,1,0
38.0,1,16.0,64643.17,4,0,1,0,1,0,0,0,1,0,0
25.0,0,2.0,34425.18,2,1,0,0,0,1,0,0,1,0,0
38.0,1,17.0,63197.24,4,0,1,0,0,1,0,0,0,0,0
25.0,0,3.0,31784.38,3,0,0,0,0,0,1,1,0,0,0
41.0,0,16.0,95500.26,5,0,2,0,1,0,0,0,0,0,1
45.0,0,20.0,95254.57,5,0,2,0,1,0,0,1,0,0,0
34.0,1,11.0,63010.08,4,1,1,0,0,0,0,0,1,0,0
35.0,1,9.0,56207.41,4,0,1,0,0,0,1,0,0,0,1
32.0,1,10.0,56213.55,2,0,1,1,0,0,0,1,0,0,0
25.0,0,2.0,28964.28,3,1,0,0,0,0,0,0,0,1,0
43.0,1,18.0,88867.11,4,0,2,1,0,0,0,0,0,0,0
32.0,0,8.0,55146.42,4,0,1,0,0,1,0,1,0,0,0
49.0,1,26.0,100041.35,4,0,2,0,0,0,0,1,0,0,0
22.0,1,1.0,32215.73,1,1,0,0,0,1,0,0,0,1,0
42.0,0,22.0,102216.84,4,0,2,0,1,0,0,0,1,0,0
40.0,0,18.0,72080.0,5,0,1,0,0,0,1,0,0,0,0
27.0,1,5.0,33225.36,3,1,0,0,0,0,0,1,0,0,0
47.0,1,25.0,102084.15,4,0,2,0,1,0,0,0,0,0,1
26.0,1,5.0,34211.19,2,0,0,1,0,0,0,1,0,0,0
26.0,0,4.0,32219.43,1,1,0,0,0,0,0,0,0,0,0
52.0,0,29.0,101607.41,5,0,2,0,0,0,1,1,0,0,0
57.0,1,35.0,111088.1,4,0,2,0,1,0,0,0,0,1,0
37.0,1,15.0,64491.8,4,1,1,0,0,0,1,1,0,0,0
33.0,0,9.0,56669.19,3,1,1,0,1,0,0,1,0,0,0
33.0,1,11.0,66460.31,4,0,1,0,0,0,1,0,0,0,1
27.0,0,6.0,39464.53,4,0,0,1,0,0,0,0,0,1,0
22.0,0,1.0,35015.23,3,0,0,0,0,0,1,0,0,1,0
39.0,0,15.0,63577.05,4,0,1,1,0,0,0,1,0,0,0
30.0,0,8.0,60333.96,4,0,1,0,1,0,0,0,0,0,1
41.0,0,21.0,104870.71,5,0,2,0,1,0,0,1,0,0,0
44.0,0,21.0,98426.24,4,0,2,0,0,0,1,1,0,0,0
26.0,1,2.0,29562.49,1,0,0,0,1,0,0,0,0,0,0
42.0,0,17.0,68166.35,3,0,1,0,0,0,1,0,0,0,0
28.0,0,7.0,36872.99,3,1,0,0,0,0,0,0,0,0,1
34.0,1,9.0,56016.25,4,0,1,1,0,0,0,0,1,0,0
31.0,0,5.0,56693.23,4,0,1,0,0,0,0,0,0,0,0
47.0,1,24.0,100728.12,4,0,2,1,0,0,0,0,1,0,0
25.0,0,2.0,34578.73,3,1,0,1,0,0,0,0,0,1,0
25.0,1,4.0,37755.74,4,0,0,0,0,0,0,0,0,0,0
32.0,1,8.0,38988.78,2,0,0,1,0,0,0,0,0,0,0
32.0,0,9.0,55887.11,3,0,1,0,0,0,1,0,0,0,1
40.0,0,18.0,66729.34,4,0,1,0,0,0,1,0,1,0,0
22.0,0,0.0,30828.79,3,1,0,1,0,0,0,0,0,0,0
22.0,0,0.0,32953.46,2,1,0,0,0,1,0,0,0,0,0
44.0,1,18.0,62984.24,4,0,1,0,0,0,0,0,0,0,1
23.0,1,2.0,34252.56,3,0,0,0,1,0,0,0,0,0,1
53.0,1,29.0,105114.38,4,0,2,0,0,0,1,0,1,0,0
32.0,0,9.0,61499.48,4,0,1,0,0,0,1,0,0,1,0
25.0,1,3.0,29786.34,2,1,0,0,0,0,1,0,0,1,0
34.0,0,8.0,39501.59,3,1,0,0,0,0,0,1,0,0,0
57.0,0,35.0,117056.64,5,0,2,1,0,0,0,0,0,0,0
29.0,1,7.0,34284.64,2,0,0,0,0,0,1,0,1,0,0
26.0,0,5.0,36421.66,4,0,0,0,0,0,1,0,0,0,0
52.0,1,26.0,101046.09,5,0,2,0,0,0,1,0,1,0,0
49.0,0,29.0,103925.94,4,0,2,0,0,1,0,0,1,0,0
39.0,1,18.0,88316.28,4,0,2,0,1,0,0,0,1,0,0
35.0,0,11.0,54432.88,4,0,1,0,0,0,0,0,0,0,0
28.0,1,5.0,36027.39,2,1,0,0,0,0,1,0,0,0,1
28.0,1,5.0,36416.6,3,0,0,1,0,0,0,0,0,0,0
39.0,0,17.0,69473.4,4,0,1,1,0,0,0,0,1,0,0
33.0,0,12.0,62923.18,3,0,1,0,0,0,1,1,0,0,0
37.0,1,15.0,72961.9,5,0,1,0,0,0,0,0,0,1,0
53.0,0,32.0,112625.93,4,0,2,0,1,0,0,0,1,0,0
31.0,0,8.0,34875.92,2,1,0,0,0,0,1,1,0,0,0
33.0,0,9.0,56615.63,5,0,1,1,0,0,0,0,0,0,1
23.0,1,3.0,32745.3,3,0,0,1,0,0,0,0,1,0,0
39.0,1,14.0,69746.67,5,0,1,0,0,0,0,1,0,0,0
22.0,0,0.0,31558.02,2,1,0,0,0,0,0,0,1,0,0
22.0,0,1.0,29343.45,3,0,0,0,0,0,0,0,0,0,0
24.0,1,3.0,29025.92,1,0,0,0,0,0,0,1,0,0,0
28.0,0,6.0,46949.39,2,1,1,0,0,0,0,0,0,0,0
39.0,1,15.0,68762.36,5,0,1,0,1,0,0,0,0,0,0
37.0,0,15.0,57306.41,2,0,1,0,0,0,1,1,0,0,0
52.0,0,31.0,106244.81,5,0,2,0,0,1,0,0,0,1,0
25.0,0,3.0,34162.29,3,0,0,1,0,0,0,1,0,0,0
29.0,1,6.0,37058.75,2,0,0,0,0,0,1,0,0,1,0
55.0,1,33.0,115407.69,4,0,2,0,0,0,0,0,1,0,0
27.0,1,6.0,36123.29,3,0,0,0,0,1,0,0,1,0,0
56.0,1,32.0,115563.74,4,0,2,0,0,0,0,1,0,0,0
27.0,0,3.0,34288.39,2,0,0,0,0,1,0,0,1,0,0
52.0,0,29.0,106108.07,4,0,2,0,0,0,0,0,0,0,1
23.0,1,3.0,40047.61,4,1,0,0,0,0,1,0,0,0,0
48.0,0,28.0,109419.73,4,0,2,0,1,0,0,0,0,0,0
41.0,0,18.0,73558.6,3,0,1,0,0,0,0,0,0,1,0
45.0,1,23.0,96046.68,3,0,2,0,0,0,0,0,1,0,0
31.0,0,8.0,38908.79,3,1,0,0,0,1,0,0,0,1,0
38.0,0,11.0,58198.14,3,0,1,1,0,0,0,0,0,0,0
50.0,1,28.0,101516.25,4,0,2,0,0,0,0,0,0,0,0
35.0,0,12.0,57644.59,2,0,1,0,0,0,0,0,1,0,0
31.0,0,10.0,63572.76,5,0,1,0,0,1,0,0,0,0,1
33.0,0,11.0,61512.77,5,1,1,0,0,0,1,0,0,0,1
37.0,1,15.0,66385.63,5,0,1,0,1,0,0,0,1,0,0
35.0,1,12.0,56238.89,2,0,1,0,0,0,1,0,1,0,0
35.0,0,10.0,57036.15,3,0,1,0,0,0,1,0,0,1,0
47.0,0,25.0,101587.45,4,0,2,0,0,0,0,0,1,0,0
22.0,0,0.0,28475.01,2,1,0,0,0,0,1,0,0,0,1
22.0,1,0.0,30853.57,2,1,0,0,0,1,0,0,1,0,0
46.0,1,22.0,98580.34,5,0,2,0,1,0,0,0,0,1,0
44.0,1,23.0,92631.88,5,0,2,0,1,0,0,0,0,1,0
37.0,0,18.0,66894.51,3,0,1,0,0,0,0,0,0,1,0
29.0,0,6.0,51059.15,3,0,1,0,0,1,0,0,0,1,0
26.0,0,3.0,37579.72,2,0,0,0,0,0,0,1,0,0,0
28.0,0,7.0,37640.67,2,1,0,1,0,0,0,0,1,0,0
35.0,0,13.0,61978.63,3,0,1,0,1,0,0,0,0,0,0
31.0,1,8.0,37444.99,2,1,0,0,0,1,0,0,1,0,0
29.0,0,5.0,53393.69,4,0,1,0,0,0,0,1,0,0,0
25.0,0,5.0,39311.8,2,1,0,1,0,0,0,0,0,1,0
49.0,0,24.0,100245.39,4,0,2,0,0,0,0,1,0,0,0
43.0,1,19.0,89387.43,4,0,2,0,1,0,0,0,0,0,1
34.0,0,12.0,61002.06,5,0,1,0,0,1,0,0,0,0,1
37.0,1,16.0,63439.71,3,0,1,0,0,0,1,0,1,0,0
30.0,1,8.0,35839.16,3,0,0,0,0,0,1,0,1,0,0
51.0,1,30.0,105659.98,4,0,2,0,1,0,0,0,0,0,0
38.0,1,17.0,61608.09,4,0,1,0,0,0,1,0,0,0,0
24.0,1,2.0,32513.78,4,0,0,0,0,0,1,0,0,0,1
43.0,0,20.0,84623.56,4,0,2,0,0,1,0,0,0,1,0
37.0,0,14.0,87868.35,4,0,2,0,1,0,0,1,0,0,0
45.0,1,26.0,104554.1,5,0,2,0,1,0,0,0,0,0,0
27.0,1,6.0,56335.83,4,0,1,1,0,0,0,0,0,0,0
28.0,1,8.0,57599.16,4,1,1,0,0,0,1,0,0,1,0
34.0,0,10.0,61559.52,4,0,1,0,1,0,0,0,0,1,0
46.0,0,22.0,96015.22,5,0,2,0,1,0,0,0,1,0,0
50.0,1,26.0,107261.15,5,0,2,0,0,0,0,1,0,0,0
25.0,0,4.0,33293.29,1,1,0,0,0,0,1,0,0,1,0
30.0,0,7.0,38585.03,2,1,0,0,0,0,1,0,0,0,0
26.0,1,5.0,40865.45,4,0,0,0,0,0,1,0,0,0,0
53.0,1,33.0,110643.07,5,0,2,0,0,1,0,0,0,0,1
44.0,0,23.0,101607.9,4,0,2,0,0,1,0,0,0,1,0
30.0,0,8.0,36750.04,2,1,0,0,0,0,1,0,1,0,0
40.0,0,16.0,70810.78,5,0,1,0,0,0,1,1,0,0,0
35.0,1,13.0,57830.81,3,1,1,0,0,1,0,0,1,0,0
48.0,1,20.0,99000.89,4,0,2,1,0,0,0,0,0,0,0
52.0,1,31.0,116150.52,5,0,2,0,0,0,0,0,1,0,0
43.0,0,25.0,104317.67,4,0,2,0,0,1,0,0,0,0,0
32.0,0,7.0,53252.28,3,0,1,0,1,0,0,0,0,0,0
41.0,1,17.0,60743.1,3,0,1,0,0,0,0,0,0,0,0
27.0,0,3.0,33692.33,3,0,0,0,1,0,0,0,0,0,0
29.0,1,7.0,37933.59,2,1,0,0,0,0,0,0,0,0,0
49.0,0,28.0,110874.63,5,0,2,0,0,1,0,0,0,0,1
40.0,1,16.0,85256.28,3,0,2,0,0,0,0,0,1,0,0
48.0,0,24.0,106315.1,3,0,2,0,0,1,0,0,0,0,1
56.0,0,35.0,106614.4,3,0,2,0,0,0,0,0,0,0,1
36.0,1,14.0,58577.63,3,0,1,0,0,1,0,0,0,1,0
28.0,1,4.0,48676.46,2,1,1,0,0,0,1,0,0,1,0
57.0,1,35.0,107758.07,4,0,2,0,0,0,0,0,0,1,0
53.0,1,30.0,104463.91,5,0,2,1,0,0,0,1,0,0,0
22.0,1,0.0,32995.95,2,1,0,0,0,0,1,0,0,1,0
30.0,0,4.0,57440.84,4,0,1,0,1,0,0,0,1,0,0
25.0,1,2.0,35189.88,2,1,0,0,0,0,1,0,0,0,1
49.0,1,28.0,93852.41,4,0,2,0,0,0,1,0,1,0,0
33.0,1,11.0,60158.31,5,0,1,1,0,0,0,0,0,1,0
25.0,1,3.0,34784.76,2,1,0,0,0,0,1,1,0,0,0
37.0,1,13.0,61946.84,3,0,1,1,0,0,0,1,0,0,0
41.0,0,17.0,63544.79,4,0,1,0,0,0,0,0,0,0,1
24.0,1,2.0,29813.49,2,0,0,1,0,0,0,0,1,0,0
24.0,1,3.0,33514.4,2,1,0,0,0,0,1,0,0,0,0
35.0,1,12.0,58356.65,3,0,1,0,0,1,0,0,1,0,0
30.0,0,8.0,58193.93,4,0,1,0,0,0,0,0,0,1,0
39.0,0,13.0,69482.75,4,1,1,1,0,0,0,0,0,0,0
33.0,1,13.0,64623.3,4,0,1,0,0,1,0,1,0,0,0
47.0,1,27.0,103467.39,4,0,2,0,1,0,0,0,0,0,1
35.0,0,13.0,57052.55,4,1,1,0,1,0,0,0,0,0,1
37.0,0,10.0,59363.27,2,0,1,0,1,0,0,1,0,0,0
48.0,0,26.0,108443.9,5,0,2,0,1,0,0,0,0,1,0
38.0,1,15.0,67666.69,4,0,1,0,1,0,0,1,0,0,0
31.0,1,8.0,35567.15,3,0,0,0,0,0,1,0,0,1,0
28.0,0,6.0,31357.56,2,0,0,0,0,0,1,0,0,0,0
35.0,1,10.0,59159.79,4,0,1,0,0,1,0,1,0,0,0
33.0,0,12.0,65748.26,3,0,1,0,1,0,0,0,0,1,0
38.0,0,14.0,60642.48,5,0,1,0,1,0,0,0,0,0,0
30.0,0,8.0,35371.27,1,1,0,0,0,0,0,1,0,0,0
26.0,1,4.0,35021.81,3,0,0,0,1,0,0,0,0,0,1
27.0,0,6.0,33670.87,2,1,0,0,0,1,0,1,0,0,0
29.0,0,4.0,33869.53,1,1,0,0,1,0,0,0,1,0,0
38.0,1,14.0,61888.14,4,0,1,0,0,1,0,1,0,0,0
36.0,0,11.0,50135.36,3,0,1,0,0,1,0,0,1,0,0
35.0,1,10.0,54574.38,4,0,1,0,0,0,1,0,0,0,0
55.0,0,33.0,111414.08,5,0,2,0,1,0,0,1,0,0,0
24.0,1,1.0,27698.3,3,0,0,0,0,0,1,0,0,0,0
36.0,0,12.0,58036.42,4,1,1,0,0,0,1,0,0,0,0
52.0,0,28.0,100828.68,4,0,2,0,1,0,0,0,0,1,0
40.0,0,18.0,65280.57,4,1,1,0,0,1,0,0,0,0,0
35.0,0,10.0,64757.57,4,1,1,0,1,0,0,0,0,0,0
52.0,0,34.0,123487.82,5,0,2,0,1,0,0,1,0,0,0
45.0,1,20.0,85874.18,4,0,2,0,0,0,0,1,0,0,0
25.0,1,3.0,36422.76,4,1,0,0,0,0,0,0,0,0,1
54.0,0,30.0,106928.62,5,0,2,0,1,0,0,0,0,1,0
40.0,0,17.0,71890.3,3,0,1,0,0,0,0,0,0,0,0
31.0,0,8.0,42054.5,2,1,0,0,0,0,1,0,0,1,0
33.0,1,11.0,66078.91,4,1,1,0,1,0,0,0,1,0,0
51.0,1,30.0,105105.08,5,0,2,0,0,0,1,0,0,0,0
33.0,0,12.0,60910.79,4,0,1,0,0,1,0,0,0,1,0
21.0,1,0.0,36378.55,3,1,0,0,0,0,1,0,0,0,1
40.0,0,15.0,67839.08,5,0,1,0,0,0,1,0,0,0,1
29.0,0,7.0,42516.88,1,0,0,0,0,0,1,0,0,0,0
21.0,0,0.0,34141.48,4,0,0,0,1,0,0,0,1,0,0
24.0,1,2.0,28823.04,3,1,0,0,0,1,0,0,0,0,1
28.0,0,7.0,35864.48,3,1,0,0,0,1,0,0,0,0,1
24.0,0,3.0,38149.52,3,1,0,0,0,0,1,0,1,0,0
23.0,0,3.0,31828.31,3,0,0,1,0,0,0,0,0,1,0
34.0,1,12.0,62563.79,3,0,1,0,1,0,0,0,0,0,1
29.0,1,8.0,33667.94,1,1,0,0,0,0,1,1,0,0,0
30.0,1,8.0,40335.74,4,0,0,1,0,0,0,0,0,0,1
44.0,0,22.0,89631.04,4,0,2,0,1,0,0,0,0,1,0
42.0,1,18.0,66522.67,3,0,1,0,0,0,1,0,0,1,0
42.0,0,14.0,70701.97,5,0,1,0,0,1,0,0,0,0,0
27.0,1,4.0,30920.8,2,0,0,1,0,0,0,1,0,0,0
23.0,0,2.0,31455.82,1,1,0,1,0,0,0,0,0,1,0
23.0,1,2.0,36272.78,3,1,0,0,0,1,0,0,1,0,0
31.0,0,8.0,44015.12,3,0,0,0,0,0,1,1,0,0,0
23.0,1,1.0,30710.88,1,1,0,0,0,1,0,1,0,0,0
26.0,1,3.0,34483.9,3,0,0,1,0,0,0,0,1,0,0
23.0,1,0.0,32244.94,3,1,0,0,0,1,0,0,0,0,1
26.0,0,3.0,36841.53,3,1,0,0,0,0,1,0,1,0,0
30.0,1,10.0,59883.7,3,0,1,0,0,0,0,0,1,0,0
22.0,1,0.0,33365.2,3,0,0,1,0,0,0,0,0,0,1
25.0,1,2.0,36511.28,3,1,0,0,1,0,0,0,0,0,1
35.0,1,15.0,61935.99,3,0,1,0,0,1,0,0,0,0,1
35.0,0,12.0,61294.97,3,0,1,0,0,0,1,0,0,0,1
26.0,1,2.0,29029.79,2,0,0,1,0,0,0,0,0,0,1
40.0,0,14.0,82746.35,5,1,2,0,1,0,0,0,1,0,0
34.0,0,11.0,62819.62,4,0,1,0,0,1,0,0,0,0,0
26.0,0,4.0,32482.0,3,0,0,1,0,0,0,0,0,0,0
40.0,0,16.0,87424.11,3,0,2,0,1,0,0,0,0,1,0
44.0,1,27.0,109457.57,5,0,2,0,0,0,0,0,0,0,0
29.0,0,7.0,39730.96,3,1,0,0,0,0,1,0,0,0,0
26.0,0,3.0,29465.25,1,0,0,0,0,0,1,0,1,0,0
58.0,0,33.0,110240.31,3,0,2,0,0,1,0,0,0,0,1
42.0,0,18.0,67705.93,4,0,1,0,0,0,0,0,0,0,1
27.0,1,4.0,34310.99,1,1,0,0,0,1,0,0,1,0,0
21.0,1,0.0,31915.44,3,1,0,0,1,0,0,0,0,0,0
24.0,0,1.0,30367.07,2,0,0,1,0,0,0,0,1,0,0
35.0,0,14.0,63382.71,3,1,1,0,0,0,1,0,0,1,0
34.0,0,10.0,54991.51,4,0,1,0,0,1,0,0,0,0,1
29.0,1,7.0,41806.75,3,0,0,1,0,0,0,1,0,0,0
38.0,1,17.0,73690.12,3,0,1,0,0,1,0,0,0,1,0
40.0,1,18.0,64463.6,4,0,1,0,0,0,1,0,0,1,0
26.0,1,4.0,36668.16,3,0,0,1,0,0,0,0,1,0,0
23.0,1,0.0,28786.43,2,1,0,0,0,0,1,0,0,0,0
34.0,0,9.0,45938.96,2,0,1,0,1,0,0,0,0,0,1
58.0,1,35.0,109194.8,3,0,2,1,0,0,0,1,0,0,0
43.0,1,18.0,71360.92,5,0,1,1,0,0,0,0,0,1,0
31.0,0,7.0,59025.17,5,0,1,0,0,1,0,1,0,0,0
25.0,1,2.0,32667.22,2,0,0,0,0,0,1,0,0,0,0
32.0,1,7.0,55102.98,5,0,1,0,0,0,0,0,0,0,0
40.0,1,13.0,63724.7,2,0,1,0,0,0,1,1,0,0,0
30.0,0,8.0,30908.95,2,1,0,0,0,0,1,0,0,0,1
23.0,1,0.0,33340.44,1,1,0,0,0,1,0,0,0,0,0
28.0,0,5.0,30802.78,2,0,0,0,0,0,1,1,0,0,0
27.0,0,5.0,38000.35,3,0,0,1,0,0,0,0,0,1,0
26.0,1,4.0,32780.68,2,1,0,0,0,0,0,1,0,0,0
26.0,1,4.0,34984.83,2,1,0,0,1,0,0,1,0,0,0
26.0,1,4.0,33041.55,2,1,0,0,0,0,0,0,1,0,0
31.0,1,7.0,35946.17,3,1,0,0,0,1,0,0,0,0,0
50.0,0,31.0,98618.03,4,0,2,1,0,0,0,0,0,0,1
32.0,1,12.0,58815.12,3,0,1,0,0,0,1,0,0,0,1
31.0,0,8.0,62760.31,3,0,1,0,1,0,0,0,1,0,0
55.0,0,35.0,119083.37,3,0,2,1,0,0,0,0,0,0,1
42.0,0,18.0,62800.31,2,0,1,0,1,0,0,1,0,0,0
27.0,0,7.0,39901.62,2,0,0,0,0,0,0,0,1,0,0
37.0,0,15.0,70931.1,4,0,1,0,0,0,1,0,0,1,0
34.0,1,8.0,52168.99,4,0,1,1,0,0,0,0,0,0,0
36.0,0,14.0,63220.09,3,0,1,0,1,0,0,0,0,0,0
37.0,0,13.0,66092.7,4,0,1,0,1,0,0,0,0,0,0
26.0,1,4.0,39472.68,4,0,0,1,0,0,0,1,0,0,0
25.0,1,5.0,32638.59,3,0,0,0,0,1,0,0,0,1,0
27.0,0,4.0,32280.56,2,0,0,0,0,0,1,0,1,0,0
44.0,0,18.0,67428.01,3,1,1,0,0,0,0,0,1,0,0
31.0,1,7.0,51693.08,3,0,1,0,0,0,0,0,0,0,0
29.0,0,8.0,45696.17,4,0,0,0,0,0,1,0,0,1,0
41.0,1,21.0,102043.38,5,0,2,0,0,1,0,0,0,1,0
32.0,1,11.0,64086.92,5,0,1,0,0,0,1,0,0,1,0
25.0,0,2.0,29498.19,1,0,0,0,0,1,0,0,0,0,1
32.0,1,8.0,35650.37,2,0,0,0,0,0,0,0,0,0,1
29.0,0,6.0,36825.78,4,1,0,1,0,0,0,0,0,0,0
25.0,0,4.0,32679.42,3,0,0,0,0,0,0,0,0,1,0
25.0,0,5.0,37959.74,3,0,0,0,0,0,1,0,0,1,0
21.0,1,0.0,28314.19,2,1,0,1,0,0,0,0,1,0,0
28.0,0,4.0,32814.77,2,1,0,0,0,0,0,0,1,0,0
25.0,1,4.0,34518.8,3,0,0,0,0,1,0,0,0,0,0
50.0,0,28.0,105314.91,4,0,2,0,0,0,1,0,0,1,0
23.0,0,1.0,31935.96,2,1,0,0,0,0,1,0,0,0,0
37.0,1,15.0,66406.54,5,0,1,0,0,0,0,0,1,0,0
38.0,0,13.0,65645.18,5,0,1,0,0,0,0,0,1,0,0
38.0,0,16.0,94705.29,3,0,2,0,1,0,0,0,0,0,1
27.0,1,5.0,37127.25,1,0,0,0,0,1,0,0,0,0,0
31.0,1,9.0,63102.86,5,0,1,0,1,0,0,0,0,0,0
53.0,1,33.0,112500.74,5,0,2,0,1,0,0,0,0,1,0
48.0,0,27.0,101463.02,4,0,2,0,0,0,0,0,0,1,0
42.0,1,20.0,97912.15,5,0,2,0,0,0,0,0,0,0,1
23.0,1,4.0,35049.5,2,1,0,0,0,1,0,1,0,0,0
28.0,0,7.0,38192.18,1,1,0,0,0,1,0,1,0,0,0
40.0,1,18.0,67991.72,4,0,1,0,0,0,1,1,0,0,0
53.0,0,30.0,108746.95,3,0,2,0,0,1,0,0,0,0,0
42.0,0,17.0,67199.05,5,0,1,0,1,0,0,0,0,0,0
34.0,1,13.0,63426.28,3,1,1,0,0,0,1,0,1,0,0
26.0,0,2.0,29266.19,2,1,0,1,0,0,0,0,0,0,0
40.0,1,17.0,67061.82,4,0,1,1,0,0,0,0,0,0,0
26.0,1,5.0,39046.05,2,0,0,0,1,0,0,0,0,0,0
24.0,1,3.0,31150.62,3,0,0,1,0,0,0,0,0,0,1
27.0,1,5.0,52357.61,4,0,1,0,1,0,0,0,0,0,0
39.0,0,16.0,63762.44,3,0,1,0,0,0,1,0,0,1,0
22.0,0,0.0,30503.2,1,1,0,0,0,0,1,0,0,1,0
27.0,1,5.0,29607.37,2,0,0,0,0,0,1,0,1,0,0
37.0,1,16.0,62397.21,4,0,1,0,0,0,1,0,0,0,1
30.0,0,7.0,37157.19,2,1,0,0,1,0,0,0,0,1,0
44.0,1,18.0,68928.71,4,0,1,0,0,1,0,0,0,0,1
24.0,0,3.0,31455.59,3,1,0,0,0,1,0,0,0,0,1
41.0,1,18.0,65430.65,3,0,1,0,0,1,0,0,1,0,0
33.0,0,9.0,49287.55,2,0,1,0,0,0,1,0,0,0,1
27.0,0,3.0,32624.42,4,1,0,0,0,1,0,0,0,0,0
21.0,0,0.0,28824.2,1,1,0,0,0,1,0,0,0,0,1
25.0,1,2.0,29061.35,2,1,0,0,0,0,0,0,1,0,0
27.0,1,4.0,33150.76,1,0,0,0,0,0,1,0,1,0,0
55.0,1,34.0,107345.68,3,0,2,0,0,0,0,0,1,0,0
26.0,1,4.0,34458.78,3,1,0,0,0,1,0,0,0,1,0
49.0,1,25.0,96132.36,4,1,2,0,1,0,0,0,0,0,0
22.0,0,1.0,32172.34,3,0,0,0,0,0,1,0,0,1,0
28.0,0,6.0,58729.99,4,0,1,0,0,0,1,1,0,0,0
33.0,0,10.0,56899.78,3,1,1,0,1,0,0,0,0,0,0
36.0,0,12.0,60179.29,5,0,1,0,0,0,1,0,0,0,1
34.0,0,12.0,61929.28,5,0,1,0,1,0,0,0,1,0,0
41.0,0,16.0,66086.93,3,0,1,0,0,1,0,1,0,0,0
30.0,0,8.0,38990.22,1,0,0,0,1,0,0,0,0,0,0
41.0,1,17.0,88038.11,4,0,2,0,0,0,0,0,0,1,0
43.0,0,21.0,95816.46,3,0,2,0,1,0,0,0,1,0,0
41.0,1,22.0,99979.42,4,0,2,0,0,0,0,0,0,1,0
26.0,0,2.0,36487.51,3,1,0,0,0,0,1,0,0,0,0
32.0,0,8.0,57420.65,4,0,1,0,1,0,0,0,0,0,0
