EmployeeID,Age,Gender,Department,City,YearsExperience,MonthlySalary,PerformanceScore,Attrition
2441,28.0,Female,IT,Phoenix,2.0,46646.74,4,No
2442,49.0,Female,,new york,9.0,62354.75,5,No
2443,46.0,Male,IT,Houston,10.0,49996.28,3,Yes
2444,30.0,Male,Sales,Los Angeles,4.0,42471.5,1,No
2445,46.0,Male,IT,Houston,17.0,69128.06,4,No
2446,54.0,Female,,New York,13.0,52898.71,2,Yes
2447,27.0,Male,Finance,Houston,4.0,53450.51,4,No
2448,24.0,Female,HR,New York,2.0,39338.19,2,Yes
2449,31.0,Male,,Phoenix,6.0,38102.3,1,No
2450,49.0,Male,Finance,Houston,21.0,72488.94,4,No
2451,56.0,Male,Sales,Phoenix,17.0,57109.69,4,No
2452,45.0,Male,Sales,Phoenix,17.0,52084.45,1,Yes
2453,41.0,Male,HR,Chicago,10.0,46969.45,4,No
2454,56.0,Male,Marketing,New York,16.0,53566.17,2,No
2455,30.0,Female,Marketing,Los Angeles,7.0,,4,Yes
2456,57.0,Male,Sales,New York,13.0,53217.66,3,Yes
2457,29.0,Female,IT,Los Angeles,2.0,47958.62,5,No
2458,,Male,Finance,New York,16.0,62258.66,2,No
2459,55.0,Male,IT,Phoenix,10.0,58782.96,3,No
2460,55.0,Female,IT,Houston,26.0,65730.96,1,No
2461,56.0,Male,Sales,Houston,18.0,53623.4,2,No
2462,38.0,Female,Sales,Chicago,14.0,60878.51,5,No
2463,59.0,Female,Sales,Los Angeles,26.0,66870.83,5,No
2464,52.0,Male,Sales,Los Angeles,19.0,54751.46,1,Yes
2465,44.0,Female,Marketing,Los Angeles,19.0,56895.6,1,No
2466,43.0,Female,Sales,Phoenix,11.0,45604.97,2,Yes
2467,52.0,Male,Marketing,Los Angeles,25.0,66024.4,4,No
2468,57.0,Female,Marketing,Houston,12.0,46862.9,1,Yes
2469,32.0,Male,Sales,Phoenix,6.0,48110.65,4,No
2470,33.0,Male,HR,New York,5.0,39334.84,3,No
2471,,Male,Finance,Los Angeles,13.0,66209.19,5,No
2472,45.0,Male,IT,Los Angeles,8.0,54009.73,4,No
2473,55.0,Female,Marketing,New York,26.0,60451.84,5,No
2474,50.0,Male,Finance,Los Angeles,22.0,70262.13,4,No
2475,37.0,Male,HR,New York,13.0,44144.79,3,No
2476,40.0,Female,IT,Phoenix,7.0,51617.52,1,Yes
2477,45.0,Male,IT,Houston,,66189.61,3,Yes
2478,42.0,Male,Marketing,New York,11.0,47169.0,1,No
2479,33.0,Female,Sales,Chicago,5.0,45235.65,1,Yes
2480,39.0,Female,HR,New York,8.0,56680.2,5,No
2481,56.0,Female,Marketing,Los Angeles,17.0,58617.04,3,No
2482,32.0,Female,HR,Phoenix,7.0,46772.29,4,Yes
2483,,Female,Sales,Phoenix,11.0,57585.79,3,No
2484,32.0,Female,Sales,New York,6.0,57719.1,5,No
2485,29.0,Female,Marketing,Houston,2.0,43175.09,1,No
2486,27.0,Male,Sales,Chicago,2.0,44931.43,5,No
2487,48.0,Female,Finance,Phoenix,7.0,43633.93,2,No
2488,34.0,Female,IT,Los Angeles,11.0,52637.23,2,Yes
2489,51.0,Female,Marketing,Los Angeles,8.0,51214.57,4,No
2490,39.0,Male,HR,Houston,6.0,47336.64,5,No
2491,36.0,Male,Finance,Phoenix,7.0,,4,No
2492,25.0,Female,Marketing,New York,3.0,45891.93,4,No
2493,55.0,Female,Sales,Los Angeles,28.0,59116.78,2,No
2494,32.0,Female,Sales,Houston,8.0,50964.68,4,No
2495,45.0,Male,Sales,Phoenix,16.0,58073.83,2,No
2496,41.0,Male,Sales,phoenix,11.0,48847.26,1,No
2497,56.0,Female,HR,Phoenix,,54217.24,5,No
2498,43.0,Male,Finance,Phoenix,18.0,70289.49,4,No
2499,36.0,Female,IT,Phoenix,11.0,54585.43,2,No
2500,59.0,Male,HR,Los Angeles,24.0,56787.63,3,No
2501,59.0,Male,HR,houston,27.0,69208.06,4,No
2502,34.0,Female,IT,Phoenix,9.0,55434.48,1,No
2503,51.0,Female,IT,Chicago,19.0,62483.17,1,Yes
2504,25.0,Female,Sales,Chicago,3.0,42808.52,3,Yes
2505,55.0,Female,HR,Houston,27.0,,2,No
2506,43.0,Male,Marketing,New York,14.0,48992.91,4,No
2507,49.0,Male,IT,New York,19.0,66901.79,2,No
2508,31.0,Male,IT,new york,3.0,49360.61,1,No
2509,38.0,Female,Finance,Chicago,11.0,47603.27,2,Yes
2510,,Male,Marketing,New York,3.0,40520.53,1,Yes
2511,29.0,Female,Marketing,Los Angeles,5.0,42766.41,2,Yes
2512,30.0,Male,IT,Phoenix,8.0,50112.1,3,No
2513,37.0,Female,Sales,Chicago,9.0,48726.0,5,No
2514,58.0,Female,Finance,Houston,20.0,65093.97,3,Yes
2515,27.0,Male,Marketing,Houston,3.0,39859.18,3,Yes
2516,,Female,IT,Phoenix,4.0,62079.8,5,No
2517,29.0,Female,Marketing,Chicago,6.0,52510.39,5,No
2518,47.0,Male,Finance,New York,10.0,58194.77,4,No
2519,,Female,Finance,new york,,48892.32,4,Yes
2520,25.0,Female,HR,Los Angeles,2.0,,3,Yes
2521,49.0,Female,IT,Los Angeles,20.0,68986.07,3,No
2522,57.0,Male,Finance,New York,25.0,65949.07,1,No
2523,58.0,Male,HR,Houston,,37778.96,1,Yes
2524,39.0,Female,HR,Houston,9.0,59597.79,4,No
2525,,Male,Marketing,Los Angeles,4.0,40187.27,4,Yes
2526,21.0,Female,Marketing,Phoenix,0.0,32949.83,1,No
2527,,Female,HR,New York,,37931.09,1,Yes
2528,37.0,Female,Marketing,Los Angeles,8.0,46155.19,2,No
2529,27.0,Female,Finance,Los Angeles,4.0,46804.44,2,Yes
2530,45.0,Female,Sales,New York,13.0,51611.11,1,No
2531,24.0,Male,Finance,New York,2.0,37343.74,2,Yes
2532,56.0,Female,HR,Houston,20.0,64451.62,5,No
2533,26.0,Male,HR,Phoenix,3.0,38420.26,4,No
2534,51.0,Male,Finance,Phoenix,15.0,60453.98,4,No
2535,,Female,Marketing,New York,11.0,48376.29,1,No
2536,59.0,Female,Marketing,Chicago,28.0,66245.07,3,No
2537,47.0,Male,HR,Los Angeles,15.0,47777.77,1,No
2538,30.0,Male,IT,Los Angeles,6.0,53296.72,2,Yes
2539,46.0,Male,Marketing,New York,17.0,56465.16,3,No
2540,39.0,Female,Finance,Chicago,10.0,50535.57,2,No
2541,59.0,Male,Marketing,Houston,19.0,60384.12,5,No
2542,,Female,Finance,New York,2.0,45147.51,2,Yes
2543,33.0,Female,HR,New York,6.0,43117.78,5,No
2544,48.0,Female,Marketing,Los Angeles,,60284.03,5,No
2545,40.0,Male,Finance,New York,16.0,58754.62,2,No
2546,48.0,Female,,New York,,41349.11,2,No
2547,28.0,Female,IT,New York,3.0,,5,No
2548,59.0,Female,Finance,Los Angeles,18.0,61219.55,3,No
2549,21.0,Female,IT,Houston,0.0,50270.32,5,Yes
2550,23.0,Female,IT,Houston,1.0,47811.48,4,No
2551,33.0,Male,Sales,New York,3.0,49222.27,5,No
2552,48.0,Female,Marketing,Los Angeles,8.0,47433.8,3,No
2553,45.0,Female,Finance,Houston,7.0,50784.86,4,No
2554,53.0,Male,IT,Houston,9.0,50039.22,1,Yes
2555,58.0,Female,Sales,Houston,20.0,52561.59,1,No
2556,26.0,Male,HR,Los Angeles,3.0,36630.53,3,Yes
2557,52.0,Female,Finance,los angeles,13.0,54430.41,5,No
2558,41.0,Male,IT,New York,10.0,52976.36,2,No
2559,36.0,Male,Marketing,Phoenix,5.0,36541.15,3,No
2560,41.0,Female,Sales,Houston,9.0,49498.74,4,No
2561,31.0,Female,IT,Phoenix,6.0,52049.22,4,No
2562,57.0,Female,Marketing,Los Angeles,25.0,,1,No
2563,56.0,Male,IT,Los Angeles,9.0,53290.26,4,No
2564,55.0,Male,Finance,Los Angeles,18.0,58655.25,3,Yes
2565,39.0,Male,Finance,Phoenix,8.0,52873.9,4,No
2566,40.0,Female,Finance,Los Angeles,14.0,55579.43,3,No
2567,38.0,Male,,New York,12.0,55277.02,2,Yes
2568,34.0,Male,Finance,Los Angeles,8.0,43245.73,1,No
2569,35.0,Female,Marketing,Chicago,,44982.38,4,No
2570,51.0,Male,IT,Phoenix,24.0,70728.26,3,No
2571,21.0,Male,HR,Chicago,0.0,44524.73,5,Yes
2572,23.0,Female,Marketing,Los Angeles,1.0,33629.03,1,Yes
2573,36.0,Male,Marketing,New York,7.0,35377.6,2,Yes
2574,43.0,Female,Finance,Houston,7.0,50649.58,3,Yes
2575,31.0,Female,Sales,Los Angeles,8.0,51408.11,2,No
2576,32.0,Female,IT,New York,8.0,53128.75,2,Yes
2577,30.0,Female,Sales,Phoenix,4.0,47545.67,4,No
2578,52.0,Female,IT,Chicago,19.0,62597.93,4,No
2579,36.0,Male,IT,Chicago,13.0,54287.31,3,No
2580,28.0,Male,Sales,Chicago,5.0,49822.17,5,No
2581,58.0,Female,Marketing,phoenix,23.0,54744.48,3,No
2582,32.0,Female,IT,New York,9.0,62675.45,5,No
2583,44.0,Male,Sales,Phoenix,19.0,53063.42,2,Yes
2584,48.0,Female,IT,Chicago,19.0,60151.37,1,No
2585,28.0,Female,HR,Los Angeles,2.0,30956.93,3,No
2586,48.0,Female,Marketing,Houston,13.0,49374.79,3,No
2587,56.0,Male,Finance,Phoenix,26.0,68956.56,5,No
2588,46.0,Male,IT,Phoenix,10.0,,2,No
2589,28.0,Female,HR,New York,5.0,41317.37,2,Yes
2590,48.0,Female,Finance,New York,9.0,64114.64,5,No
2591,48.0,Male,Finance,Phoenix,8.0,54517.89,2,No
2592,57.0,Male,,Chicago,17.0,67676.76,4,No
2593,56.0,Female,Sales,Houston,,44043.52,1,Yes
2594,47.0,Female,IT,New York,21.0,69773.56,3,No
2595,37.0,Male,HR,Chicago,12.0,48495.41,1,Yes
2596,29.0,Male,Finance,Los Angeles,6.0,50847.29,3,No
2597,53.0,Male,IT,New York,20.0,63062.56,4,No
2598,40.0,Female,,Chicago,7.0,43052.46,2,No
2599,33.0,Male,IT,Chicago,,64460.79,5,No
2600,48.0,Female,Marketing,Houston,16.0,55701.02,4,Yes
2447,27.0,Male,Finance,Houston,4.0,53450.51,4,No
2405,54.0,Male,Marketing,Houston,25.0,67353.48,5,No
2510,,Male,Marketing,New York,3.0,40520.53,1,Yes
2456,57.0,Male,Sales,New York,13.0,53217.66,3,Yes
2202,56.0,Female,Sales,New York,13.0,54057.17,3,No
2024,,Male,Sales,Chicago,5.0,40780.93,2,No
2416,22.0,Male,HR,New York,0.0,27331.52,1,No
2549,21.0,Female,IT,Houston,0.0,50270.32,5,Yes
2067,41.0,Female,Marketing,Phoenix,10.0,48660.95,2,No
2166,22.0,Male,HR,New York,1.0,35233.87,1,Yes
